Geo_NAME,Geo_QName,Geo_AREALAND,Geo_AREAWATR,Geo_SUMLEV,Geo_GEOCOMP,Geo_REGION,Geo_DIVISION,Geo_FIPS,Geo_STATE,Geo_COUNTY,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_006,SE_T02A_001,SE_T02A_002,SE_T02A_003,SE_T003_001,SE_T003_002,SE_T003_003,SE_T008_001,SE_T008_002,SE_T008_003,SE_T008_004,SE_T008_005,SE_T008_006,SE_T008_007,SE_T008_008,SE_T008_009,SE_T008_010,SE_T008_011,SE_T008_012,SE_T008_013,SE_T044_001,SE_T044_002,SE_T044_003,SE_T054_001,SE_T054_002,SE_T054_003,SE_T054_004,SE_T054_005,SE_T054_006,SE_T054_007,SE_T054_008,SE_T055_001,SE_T055_002,SE_T055_003,SE_T055_004,SE_T055_005,SE_T055_006,SE_T055_007,SE_T055_008,SE_T055_009,SE_T055_010,SE_T055_011,SE_T055_012,SE_T055_013,SE_T055_014,SE_T055_015,SE_T055_016,SE_T055_017,SE_T058_001,SE_T058_002,SE_T058_003,SE_T058_004,SE_T058_005,SE_T058_006,SE_T058_007,SE_T058_008,SE_T058_009,SE_T063_001,SE_T063_002,SE_T063_003,SE_T063_004,SE_T063_005,SE_T063_006,SE_T063_007,SE_T063_008,SE_T063_009,SE_T063_010,SE_T063_011,SE_T063_012,SE_T063_013,SE_T063_014,SE_T063_015,SE_T063_016,SE_T063_017,SE_T063_018,SE_T068_001,SE_T069_001,SE_T069_002,SE_T069_003,SE_T070_001,SE_T070_002,SE_T070_003,SE_T071_001,SE_T071_002,SE_T071_003,SE_T071_004
"Campbell County","Campbell County, Tennessee","1243689525","46503453","050","00","3","6","47013","47","013",40716,40716,84.79122,480.191210152325,498.1463,480.1912,17.95508,40716,19861,20855,40716,2322,2489,2552,1586,3119,4517,5613,5835,5672,4216,2089,706,41.7,40.5,43,40716,39778,125,106,103,20,151,433,40716,40244,39510,117,101,103,10,5,398,472,268,8,5,0,10,146,35,16354,11438,8438,3000,882,2118,4916,4260,656,40716,40197,34467,11438,8438,10708,1414,367,303,784,1015,5730,4260,656,814,519,492,27,19966,16354,11621,4733,19966,16354,3612,3612,677,1866,1069
"Cannon County","Cannon County, Tennessee","687991703","156872","050","00","3","6","47015","47","015",13801,13801,51.95473,265.635084023555,265.6956,265.6351,0.06056862,13801,6831,6970,13801,795,836,877,593,1109,1530,1892,2188,1765,1278,682,256,41.4,40.2,42.7,13801,13325,168,27,19,9,71,182,13801,13591,13190,167,26,19,9,10,170,210,135,1,1,0,0,61,12,5472,3824,2946,878,297,581,1648,1423,225,13801,13637,11702,3824,2946,3767,415,97,107,225,321,1935,1423,225,287,164,148,16,6037,5472,4191,1281,6037,5472,565,565,112,186,267
"Carroll County","Carroll County, Tennessee","1552055889","2144122","050","00","3","6","47017","47","017",28522,28522,47.59599,599.252172596939,600.08,599.2522,0.8278502,28522,13776,14746,28522,1661,1706,1790,1096,2743,2842,3580,4078,3923,2766,1664,673,42,40.5,43.5,28522,24755,2879,113,56,12,243,464,28522,27927,24455,2851,108,51,8,41,413,595,300,28,5,5,4,202,51,11507,7869,5873,1996,541,1455,3638,3187,451,28522,27548,23309,7869,5873,7332,866,189,184,485,511,4239,3187,451,601,974,429,545,13184,11507,8686,2821,13184,11507,1677,1677,488,485,704
"Carter County","Carter County, Tennessee","883711484","16656931","050","00","3","6","47019","47","019",57424,57424,168.2987,341.202927581132,347.6342,341.2029,6.431277,57424,28097,29327,57424,3041,3153,3312,2026,5445,6221,7668,8675,8065,5735,2994,1089,42.2,41.2,43.4,57424,55335,760,116,181,8,354,670,57424,56534,54849,743,110,180,8,49,595,890,486,17,6,1,0,305,75,24197,16103,11989,4114,1224,2890,8094,6911,1183,57424,55933,46435,16103,11989,14161,1500,380,399,744,1159,9498,6911,1183,1404,1491,910,581,27746,24197,17147,7050,27746,24197,3549,3549,688,1395,1466
"Cheatham County","Cheatham County, Tennessee","783308267","11964151","050","00","3","6","47021","47","021",39105,39105,129.2996,302.437033685098,307.0564,302.437,4.619385,39105,19535,19570,39105,2449,2583,2894,1826,2957,4468,5894,6726,5058,2671,1223,356,39.3,38.6,39.9,39105,37374,564,128,140,15,395,489,39105,38195,36914,552,115,139,13,31,431,910,460,12,13,1,2,364,58,14520,10841,8461,2380,814,1566,3679,2924,755,39105,38822,34196,10841,8461,11320,1141,321,359,740,1013,4626,2924,755,947,283,265,18,15663,14520,11907,2613,15663,14520,1143,1143,233,496,414
"Chester County","Chester County, Tennessee","740052043","575590","050","00","3","6","47023","47","023",17131,17131,59.95401,285.735699161541,285.9579,285.7357,0.2222365,17131,8273,8858,17131,971,1056,1211,752,2414,1889,2115,2256,1967,1366,798,336,36.2,35.4,37,17131,15021,1569,72,60,2,136,271,17131,16788,14837,1561,65,53,2,20,250,343,184,8,7,7,0,116,21,6208,4528,3456,1072,285,787,1680,1464,216,17131,15869,13858,4528,3456,4589,494,101,119,253,318,2011,1464,216,331,1262,167,1095,6980,6208,4534,1674,6980,6208,772,772,161,241,370
"Claiborne County","Claiborne County, Tennessee","1125555951","18116086","050","00","3","6","47025","47","025",32213,32213,74.12451,434.579607318644,441.5743,434.5796,6.99466,32213,15779,16434,32213,1653,1861,1957,1304,3178,3599,4351,4603,4565,3124,1503,515,41.1,40.1,42.1,32213,31224,282,94,166,5,69,373,32213,31948,31051,280,91,165,5,17,339,265,173,2,3,1,0,52,34,12853,8963,6857,2106,642,1464,3890,3392,498,32213,30956,26468,8963,6857,8219,985,209,210,470,555,4488,3392,498,598,1257,476,781,14859,12853,9726,3127,14859,12853,2006,2006,431,707,868
"Clay County","Clay County, Tennessee","612626617","59071040","050","00","3","6","47027","47","027",7861,7861,33.23378,236.536471983654,259.3439,236.5365,22.80746,7861,3897,3964,7861,477,429,444,291,561,736,979,1207,1158,967,458,154,45.1,44.7,45.5,7861,7589,104,21,7,1,47,92,7861,7735,7524,100,16,7,1,3,84,126,65,4,5,0,0,44,8,3358,2240,1706,534,179,355,1118,996,122,7861,7765,6510,2240,1706,2012,196,42,38,117,159,1255,996,122,137,96,84,12,4282,3358,2617,741,4282,3358,924,924,156,424,344
"Cocke County","Cocke County, Tennessee","1125518964","22196995","050","00","3","6","47029","47","029",35662,35662,82.06361,434.565324626987,443.1356,434.5653,8.570309,35662,17308,18354,35662,2006,2086,2208,1351,2690,3803,4709,5553,5291,3623,1792,550,42.9,42.1,43.8,35662,33911,669,136,110,24,209,603,35662,35034,33598,659,113,105,19,11,529,628,313,10,23,5,5,198,74,14788,10057,7184,2873,810,2063,4731,4064,667,35662,35368,29826,10057,7184,9019,1326,279,281,685,995,5542,4064,667,811,294,226,68,17459,14788,10661,4127,17459,14788,2671,2671,465,1082,1124
"Coffee County","Coffee County, Tennessee","1110993322","14496456","050","00","3","6","47031","47","031",52796,52796,123.08,428.956921808132,434.554,428.9569,5.597113,52796,25655,27141,52796,3509,3474,3656,2221,4290,6135,6750,7836,6603,4631,2736,955,39.7,38.7,40.8,52796,48561,1845,166,452,22,791,959,52796,50789,47539,1820,145,449,17,23,796,2007,1022,25,21,3,5,768,163,20926,14518,10786,3732,1090,2642,6408,5425,983,52796,52239,44565,14518,10786,14768,1491,374,383,898,1347,7674,5425,983,1266,557,498,59,23434,20926,14603,6323,23434,20926,2508,2508,847,869,792
"Crockett County","Crockett County, Tennessee","687731312","529234","050","00","3","6","47033","47","033",14586,14586,54.9307,265.534561550092,265.7389,265.5346,0.2043384,14586,6997,7589,14586,966,994,1003,608,1203,1698,1804,2176,1739,1329,723,343,39.6,38.7,40.3,14586,11478,1843,19,25,4,1002,215,14586,13312,11253,1837,12,25,4,16,165,1274,225,6,7,0,0,986,50,5709,4056,2920,1136,289,847,1653,1474,179,14586,14392,12521,4056,2920,4208,521,120,97,304,295,1871,1474,179,218,194,188,6,6425,5709,4133,1576,6425,5709,716,716,191,177,348
"Cumberland County","Cumberland County, Tennessee","1763847584","9825917","050","00","3","6","47035","47","035",56053,56053,82.30677,681.025376179349,684.8192,681.0254,3.793808,56053,27381,28672,56053,2780,2834,3167,1898,3711,5073,6123,7478,8436,8647,4650,1256,48.3,46.9,49.6,56053,54266,161,173,238,37,617,561,56053,54746,53712,146,145,237,24,21,461,1307,554,15,28,1,13,596,100,23791,16954,13657,3297,992,2305,6837,5809,1028,56053,55417,47360,16954,13657,12555,1387,307,368,920,1212,8057,5809,1028,1220,636,535,101,28151,23791,18716,5075,28151,23791,4360,4360,779,2559,1022
"Davidson County","Davidson County, Tennessee","1305438546","56749226","050","00","3","6","47037","47","037",626681,626681,1243.334,504.032679688091,525.9437,504.0327,21.911,626681,303540,323141,626681,44691,37613,33904,20183,73295,113401,85778,85139,67274,34993,21470,8940,33.9,33.1,34.8,626681,385039,173730,2091,19027,394,30757,15643,626681,565564,359883,172075,1450,18878,293,1185,11800,61117,25156,1655,641,149,101,29572,3843,259499,145166,95093,50073,11811,38262,114333,89503,24830,626681,600811,454544,145166,95093,156428,13723,8927,5523,13681,16003,146267,89503,24830,31934,25870,9226,16644,283978,259499,145115,114384,283978,259499,24479,24479,12038,7286,5155
"Decatur County","Decatur County, Tennessee","864654041","28588845","050","00","3","6","47039","47","039",11757,11757,35.21696,333.844796192106,344.883,333.8448,11.03821,11757,5798,5959,11757,666,705,692,462,805,1246,1400,1672,1681,1366,744,318,44.3,42.4,46.3,11757,11139,338,26,25,6,78,145,11757,11449,10947,337,23,25,6,1,110,308,192,1,3,0,0,77,35,4927,3277,2497,780,245,535,1650,1464,186,11757,11544,9644,3277,2497,2951,355,81,78,176,229,1900,1464,186,250,213,213,0,6873,4927,3834,1093,6873,4927,1946,1946,157,1308,481
"DeKalb County","DeKalb County, Tennessee","788253896","63816416","050","00","3","6","47041","47","041",18723,18723,61.51869,304.346540601733,328.9862,304.3465,24.63966,18723,9270,9453,18723,1150,1212,1198,731,1470,2147,2467,2824,2568,1722,883,351,41,39.5,42.8,18723,17352,250,35,49,2,797,238,18723,17484,16980,233,35,48,2,16,170,1239,372,17,0,1,0,781,68,7420,5140,3834,1306,411,895,2280,1930,350,18723,18425,15694,5140,3834,4832,615,179,173,409,512,2731,1930,350,451,298,219,79,9405,7420,5311,2109,9405,7420,1985,1985,269,1343,373
"Dickson County","Dickson County, Tennessee","1268824458","3688818","050","00","3","6","47043","47","043",49666,49666,101.3807,489.895879054266,491.3201,489.8959,1.424261,49666,24384,25282,49666,3288,3442,3488,2219,3969,6031,6945,7721,5978,3882,1960,743,38.7,37.4,39.9,49666,45611,2056,172,226,16,684,901,49666,48093,44880,2035,161,201,15,40,761,1573,731,21,11,25,1,644,140,19107,13598,10122,3476,974,2502,5509,4574,935,49666,49049,42353,13598,10122,14202,1500,389,387,903,1252,6696,4574,935,1187,617,492,125,20820,19107,13984,5123,20820,19107,1713,1713,506,561,646
"Dyer County","Dyer County, Tennessee","1326920403","36780572","050","00","3","6","47045","47","045",38335,38335,74.82528,512.32687101253,526.528,512.3268,14.20106,38335,18469,19866,38335,2464,2605,2666,1817,3037,4452,5088,5753,4936,3162,1718,637,39.3,38.2,40.3,38335,31432,5477,82,189,13,455,687,38335,37333,31044,5433,72,188,8,19,569,1002,388,44,10,1,5,436,118,15183,10549,7421,3128,749,2379,4634,3956,678,38335,37819,32300,10549,7421,10792,1286,334,295,698,925,5519,3956,678,885,516,475,41,16703,15183,9656,5527,16703,15183,1520,1520,577,343,600
"Fayette County","Fayette County, Tennessee","1825386659","3762451","050","00","3","6","47047","47","047",38413,38413,54.50309,704.785745725463,706.2385,704.7858,1.45269,38413,19047,19366,38413,2495,2512,2383,1488,2569,4464,4716,6210,5862,3541,1641,532,41.9,40.8,43,38413,26578,10784,106,186,3,414,342,38413,37555,26193,10742,106,186,3,23,302,858,385,42,0,0,0,391,40,14505,11029,8448,2581,673,1908,3476,3013,463,38413,37992,33935,11029,8448,10547,1538,462,389,900,622,4057,3013,463,581,421,388,33,15669,14505,11913,2592,15669,14505,1164,1164,219,482,463
"Fentress County","Fentress County, Tennessee","1291399079","829338","050","00","3","6","47049","47","049",17959,17959,36.01799,498.611978124995,498.9322,498.612,0.3202092,17959,8853,9106,17959,1034,1145,1265,710,1279,1855,2360,2626,2638,1933,843,271,42.3,41.1,43.4,17959,17623,31,44,38,4,60,159,17959,17770,17522,26,42,34,4,2,140,189,101,5,2,4,0,58,19,7250,5015,3820,1195,321,874,2235,1927,308,17959,17827,15203,5015,3820,4878,575,130,113,305,367,2624,1927,308,389,132,131,1,8961,7250,5611,1639,8961,7250,1711,1711,208,758,745
"Franklin County","Franklin County, Tennessee","1436257485","54890094","050","00","3","6","47051","47","051",41052,41052,74.02863,554.542158496487,575.7354,554.5422,21.19319,41052,20027,21025,41052,2159,2560,2679,1561,4125,4241,4998,6013,5607,4003,2270,836,41.3,40.1,42.5,41052,37260,2109,144,299,23,505,712,41052,40023,36839,2086,137,299,19,26,617,1029,421,23,7,0,4,479,95,16011,11430,8787,2643,790,1853,4581,3934,647,41052,39276,33855,11430,8787,10428,1265,300,284,607,754,5421,3934,647,840,1776,327,1449,18697,16011,12286,3725,18697,16011,2686,2686,480,1517,689
"Gibson County","Gibson County, Tennessee","1561094821","2353199","050","00","3","6","47053","47","053",49683,49683,82.42829,602.74209146915,603.6507,602.7421,0.9085752,49683,23668,26015,49683,3212,3476,3524,2187,3668,5709,6274,7277,6169,4225,2752,1210,39.9,38.5,41.3,49683,38988,9340,107,106,6,469,667,49683,48671,38571,9307,98,106,4,22,563,1012,417,33,9,0,2,447,104,19690,13712,9682,4030,947,3083,5978,5337,641,49683,48692,41922,13712,9682,14355,1525,420,405,835,988,6770,5337,641,792,991,900,91,21999,19690,13892,5798,21999,19690,2309,2309,675,519,1115
"Giles County","Giles County, Tennessee","1582292854","642569","050","00","3","6","47055","47","055",29485,29485,48.26274,610.926716262778,611.1748,610.9267,0.2480973,29485,14379,15106,29485,1713,1729,1885,1182,2619,3130,3584,4620,4113,2868,1419,623,42.1,41.1,43.1,29485,25480,3012,102,113,11,177,590,29485,29014,25221,3006,95,111,7,33,541,471,259,6,7,2,4,144,49,11875,8158,6093,2065,571,1494,3717,3248,469,29485,28807,24463,8158,6093,7789,880,210,213,463,657,4344,3248,469,627,678,362,316,13844,11875,8638,3237,13844,11875,1969,1969,515,757,697
"Grainger County","Grainger County, Tennessee","726751601","56614954","050","00","3","6","47057","47","057",22657,22657,80.74472,280.600379615658,302.4595,280.6004,21.85916,22657,11286,11371,22657,1334,1361,1445,908,1692,2367,3199,3455,3271,2294,1063,268,42.1,41.2,43.1,22657,21978,107,46,24,3,274,225,22657,22127,21753,101,36,24,3,7,203,530,225,6,10,0,0,267,22,9029,6577,5265,1312,420,892,2452,2103,349,22657,22506,19624,6577,5265,5993,641,155,168,389,436,2882,2103,349,430,151,149,2,10894,9029,7302,1727,10894,9029,1865,1865,202,1020,643
"Greene County","Greene County, Tennessee","1611399661","5056718","050","00","3","6","47059","47","059",68831,68831,110.6314,622.164921227434,624.1173,622.1649,1.95241,68831,33766,35065,68831,3672,3970,4244,2697,5578,7279,9219,10357,9809,7131,3686,1189,42.6,41.1,44.1,68831,65358,1373,166,251,21,839,823,68831,67141,64637,1355,150,249,11,36,703,1690,721,18,16,2,10,803,120,28018,19222,14525,4697,1444,3253,8796,7515,1281,68831,67079,56675,19222,14525,17250,1954,477,529,1154,1564,10404,7515,1281,1608,1752,903,849,32025,28018,20836,7182,32025,28018,4007,4007,890,1094,2023
"Grundy County","Grundy County, Tennessee","933778866","1522451","050","00","3","6","47061","47","061",13703,13703,38.0075,360.534056528447,361.1219,360.5341,0.5878217,13703,6785,6918,13703,801,913,899,555,1032,1520,1731,1956,1895,1466,670,265,41.4,40.1,43,13703,13394,37,65,24,1,30,152,13703,13590,13321,36,63,24,1,4,141,113,73,1,2,0,0,26,11,5405,3794,2805,989,320,669,1611,1425,186,13703,13523,11663,3794,2805,3757,522,107,130,251,297,1860,1425,186,249,180,170,10,6397,5405,4303,1102,6397,5405,992,992,205,510,277
"Hamblen County","Hamblen County, Tennessee","417450989","37877929","050","00","3","6","47063","47","063",62544,62544,388.0413,161.178729785621,175.8035,161.1787,14.62475,62544,30453,32091,62544,4061,4140,4098,2441,5103,7547,8523,8841,7872,5759,3118,1041,39.6,38.1,41.1,62544,54163,2527,209,466,71,3863,1245,62544,55833,51846,2394,100,448,67,53,925,6711,2317,133,109,18,4,3810,320,24560,17161,12599,4562,1341,3221,7399,6301,1098,62544,61626,52754,17161,12599,17020,1915,610,472,1432,1545,8872,6301,1098,1473,918,763,155,26963,24560,17004,7556,26963,24560,2403,2403,780,751,872
"Hamilton County","Hamilton County, Tennessee","1404890184","86631783","050","00","3","6","47065","47","065",336463,336463,620.287,542.431177287308,575.8799,542.4312,33.44872,336463,161906,174557,336463,20365,19988,19662,12596,34429,43323,43165,49190,44330,26273,16437,6705,39.3,37.7,40.7,336463,248716,67900,1165,5912,296,6797,5677,336463,321470,242154,67483,817,5855,150,396,4615,14993,6562,417,348,57,146,6401,1062,136682,88149,63343,24806,5866,18940,48533,40115,8418,336463,326685,267315,88149,63343,87531,8956,3302,2892,6226,6916,59370,40115,8418,10837,9778,3711,6067,151107,136682,87928,48754,151107,136682,14425,14425,5475,4523,4427
"Hancock County","Hancock County, Tennessee","575858117","2984311","050","00","3","6","47067","47","067",6819,6819,30.66924,222.34006952928,223.4923,222.3401,1.152249,6819,3366,3453,6819,385,406,399,306,479,788,836,1044,1017,671,365,123,42.9,40.9,44.5,6819,6682,24,19,7,0,9,78,6819,6806,6673,24,19,7,0,5,78,13,9,0,0,0,0,4,0,2825,1919,1423,496,136,360,906,820,86,6819,6670,5661,1919,1423,1811,182,48,62,108,108,1009,820,86,103,149,141,8,3624,2825,2157,668,3624,2825,799,799,80,341,378
"Hardeman County","Hardeman County, Tennessee","1729510170","6768412","050","00","3","6","47069","47","069",27253,27253,40.8121,667.767628267004,670.3809,667.7676,2.613299,27253,14816,12437,27253,1488,1595,1643,1051,2494,3909,3608,4158,3496,2187,1195,429,39.2,37.4,42,27253,15379,11281,61,147,0,120,265,27253,26877,15197,11228,56,145,0,18,233,376,182,53,5,2,0,102,32,9301,6416,4177,2239,500,1739,2885,2518,367,27253,23428,20083,6416,4177,6795,1210,292,194,488,511,3345,2518,367,460,3825,3764,61,10851,9301,6734,2567,10851,9301,1550,1550,403,548,599
"Hardin County","Hardin County, Tennessee","1495246952","49148746","050","00","3","6","47071","47","071",26026,26026,45.08086,577.318109581975,596.2946,577.3181,18.97644,26026,12678,13348,26026,1418,1501,1657,1069,1952,2641,3297,3861,3821,2760,1548,501,43.5,42.5,44.6,26026,24384,896,79,102,7,166,392,26026,25529,24110,888,69,102,7,7,346,497,274,8,10,0,0,159,46,10643,7375,5579,1796,518,1278,3268,2845,423,26026,25655,21831,7375,5579,6710,755,205,207,426,574,3824,2845,423,556,371,317,54,13946,10643,7997,2646,13946,10643,3303,3303,382,2214,707
"Hawkins County","Hawkins County, Tennessee","1261259454","32691660","050","00","3","6","47073","47","073",56833,56833,116.7062,486.974994478739,499.5973,486.975,12.62232,56833,27829,29004,56833,3161,3557,3714,2258,4017,6058,8044,8570,8087,5700,2732,935,42.1,41.3,43,56833,54817,740,119,278,11,240,628,56833,56164,54453,735,100,277,8,21,570,669,364,5,19,1,3,219,58,23343,16399,12672,3727,1083,2644,6944,6022,922,56833,56377,48304,16399,12672,14933,1721,336,403,786,1054,8073,6022,922,1129,456,456,0,26870,23343,17674,5669,26870,23343,3527,3527,927,1102,1498
"Haywood County","Haywood County, Tennessee","1380753077","2457129","050","00","3","6","47075","47","075",18787,18787,35.24026,533.111745691486,534.0604,533.1118,0.9487029,18787,8845,9942,18787,1219,1361,1348,882,1551,2193,2224,2894,2532,1425,842,316,39.2,37,40.8,18787,8617,9465,31,21,0,478,175,18787,18064,8419,9431,25,21,0,21,147,723,198,34,6,0,0,457,28,7459,5112,3062,2050,334,1716,2347,2062,285,18787,18613,15913,5112,3062,5681,853,255,131,415,404,2700,2062,285,353,174,174,0,8315,7459,4595,2864,8315,7459,856,856,294,247,315
"Henderson County","Henderson County, Tennessee","1346982937","15049181","050","00","3","6","47077","47","077",27769,27769,53.39442,520.073031998604,525.8835,520.0731,5.810522,27769,13362,14407,27769,1820,1823,1954,1160,2156,3330,3686,4121,3607,2369,1306,437,39.7,38.5,40.8,27769,24764,2187,48,76,3,206,485,27769,27237,24482,2169,40,76,3,21,446,532,282,18,8,0,0,185,39,11224,7761,5766,1995,527,1468,3463,3037,426,27769,27551,23558,7761,5766,7811,808,153,184,456,619,3993,3037,426,530,218,211,7,12776,11224,8420,2804,12776,11224,1552,1552,441,445,666
"Henry County","Henry County, Tennessee","1455823082","81118140","050","00","3","6","47079","47","079",32330,32330,57.51682,562.096466856217,593.4164,562.0965,31.31989,32330,15633,16697,32330,1914,1899,1974,1241,2234,3315,3882,4778,4729,3674,1979,711,44.3,43,45.5,32330,28827,2599,100,95,6,187,516,32330,31777,28522,2578,93,95,5,19,465,553,305,21,7,0,1,168,51,13604,9106,6834,2272,643,1629,4498,3866,632,32330,31839,26566,9106,6834,8006,920,224,204,486,786,5273,3866,632,775,491,444,47,17054,13604,10118,3486,17054,13604,3450,3450,384,2137,929
"Hickman County","Hickman County, Tennessee","1586365395","332916","050","00","3","6","47081","47","081",24690,24690,40.31026,612.499146714193,612.6277,612.4991,0.1285396,24690,12954,11736,24690,1389,1491,1623,1059,2089,2960,3551,3893,3195,2063,1026,351,40,38.8,41.3,24690,22920,1120,125,49,2,118,356,24690,24235,22657,1102,118,47,2,16,293,455,263,18,7,2,0,102,63,8976,6381,4809,1572,482,1090,2595,2195,400,24690,23177,20063,6381,4809,6573,769,179,193,454,705,3114,2195,400,519,1513,1480,33,10311,8976,6924,2052,10311,8976,1335,1335,239,467,629
"Houston County","Houston County, Tennessee","518739541","17322109","050","00","3","6","47083","47","083",8426,8426,42.06974,200.286469280939,206.9746,200.2865,6.688104,8426,4144,4282,8426,473,580,585,354,645,867,1050,1187,1182,870,472,161,41.8,40.6,43,8426,8015,193,24,25,3,35,131,8426,8297,7931,190,20,25,3,1,127,129,84,3,4,0,0,34,4,3349,2285,1752,533,165,368,1064,942,122,8426,8249,7021,2285,1752,2318,232,55,70,143,166,1228,942,122,164,177,162,15,4188,3349,2544,805,4188,3349,839,839,134,450,255
"Humphreys County","Humphreys County, Tennessee","1375232049","66620771","050","00","3","6","47085","47","085",18538,18538,34.9128,530.98006631691,556.7025,530.98,25.72243,18538,9115,9423,18538,1041,1182,1223,847,1376,1957,2368,2721,2618,1883,1005,317,41.9,40.6,43.3,18538,17629,463,82,35,6,101,222,18538,18260,17498,455,65,34,6,13,189,278,131,8,17,1,0,88,33,7454,5116,3887,1229,369,860,2338,1969,369,18538,18333,15457,5116,3887,4996,544,107,144,232,431,2876,1969,369,538,205,192,13,8865,7454,5623,1831,8865,7454,1411,1411,235,784,392
"Jackson County","Jackson County, Tennessee","798545703","29019623","050","00","3","6","47087","47","087",11638,11638,37.74647,308.32024241039,319.5248,308.3203,11.20454,11638,5810,5828,11638,561,629,737,444,822,1145,1541,1896,1808,1258,602,195,44.7,43.9,45.5,11638,11387,30,53,11,1,34,122,11638,11474,11267,29,52,10,1,5,110,164,120,1,1,1,0,29,12,4789,3218,2448,770,265,505,1571,1306,265,11638,11461,9561,3218,2448,2867,379,81,76,188,304,1900,1306,265,329,177,174,3,5843,4789,3719,1070,5843,4789,1054,1054,125,460,469
"Jefferson County","Jefferson County, Tennessee","709858548","104186904","050","00","3","6","47089","47","089",51407,51407,187.5634,274.077933951818,314.3047,274.0779,40.22679,51407,25245,26162,51407,2957,3023,3299,2080,5109,5337,6846,7578,6844,5240,2399,695,40.8,39.9,41.8,51407,48571,1048,170,213,13,698,694,51407,49788,47738,1031,152,212,11,55,589,1619,833,17,18,1,2,643,105,19864,14305,11078,3227,1035,2192,5559,4596,963,51407,49813,42999,14305,11078,13279,1462,368,371,921,1215,6814,4596,963,1255,1594,557,1037,23499,19864,14973,4891,23499,19864,3635,3635,629,2006,1000
"Johnson County","Johnson County, Tennessee","773046157","11001626","050","00","3","6","47091","47","091",18244,18244,61.12409,298.47479756663,302.7225,298.4748,4.247752,18244,9833,8411,18244,901,871,987,603,1436,2211,2605,2820,2582,1960,923,345,43.3,41.4,45.8,18244,17544,378,34,35,4,74,175,18244,17975,17373,373,32,35,3,2,157,269,171,5,2,0,1,72,18,7195,4780,3627,1153,364,789,2415,2135,280,18244,16417,13669,4780,3627,3930,476,109,129,275,343,2748,2135,280,333,1827,1816,11,8956,7195,5475,1720,8956,7195,1761,1761,181,787,793
"Knox County","Knox County, Tennessee","1316271254","45715161","050","00","3","6","47093","47","093",432226,432226,850.4783,508.215185552983,525.8659,508.2152,17.65072,432226,210085,222141,432226,26168,26592,26089,15641,50175,59327,57385,62120,52238,30730,18418,7343,37.2,35.7,38.5,432226,369794,38045,1251,8095,359,6432,8250,432226,417214,362580,37648,1018,7998,277,561,7132,15012,7214,397,233,97,82,5871,1118,177249,110757,83377,27380,7006,20374,66492,52557,13935,432226,419878,334598,110757,83377,110923,8705,3434,2960,6494,7948,85280,52557,13935,18788,12348,3241,9107,194949,177249,117412,59837,194949,177249,17700,17700,7064,5616,5020
"Lake County","Lake County, Tennessee","429379130","72802129","050","00","3","6","47095","47","095",7832,7832,47.24213,165.784218305259,193.8933,165.7842,28.10906,7832,4987,2845,7832,351,368,351,239,827,1385,1185,1127,925,605,338,131,38.3,35.8,44.3,7832,5490,2171,22,11,1,36,101,7832,7696,5409,2162,20,11,1,4,89,136,81,9,2,0,0,32,12,2270,1433,916,517,114,403,837,727,110,7832,5326,4357,1433,916,1444,236,36,49,100,143,969,727,110,132,2506,2506,0,2598,2270,1300,970,2598,2270,328,328,113,123,92
"Lauderdale County","Lauderdale County, Tennessee","1222453808","92173871","050","00","3","6","47097","47","097",27815,27815,58.93108,471.992055561647,507.5806,471.9921,35.58853,27815,14603,13212,27815,1865,1863,1869,1150,2587,4065,3821,3997,3174,2038,989,397,36.4,34.5,38.9,27815,17236,9720,176,59,4,257,363,27815,27251,17035,9676,155,55,0,17,313,564,201,44,21,4,4,240,50,9795,6877,4353,2524,515,2009,2918,2506,412,27815,25081,21655,6877,4353,7599,1091,293,213,580,649,3426,2506,412,508,2734,2734,0,11256,9795,6206,3589,11256,9795,1461,1461,531,516,414
"Lawrence County","Lawrence County, Tennessee","1598355330","2229584","050","00","3","6","47099","47","099",41869,41869,67.84487,617.128468548889,617.9893,617.1285,0.8608472,41869,20432,21437,41869,2809,3054,2848,1818,3354,4623,5487,5946,5192,3767,2165,806,39.7,38.4,40.9,41869,40050,642,152,121,2,222,680,41869,41180,39690,637,142,120,2,12,577,689,360,5,10,1,0,210,103,16275,11523,8885,2638,765,1873,4752,4168,584,41869,41462,35998,11523,8885,12529,1093,237,259,576,896,5464,4168,584,712,407,389,18,18177,16275,12190,4085,18177,16275,1902,1902,454,582,866
"Lewis County","Lewis County, Tennessee","730608109","1031587","050","00","3","6","47101","47","101",12161,12161,43.11045,282.089387286736,282.4877,282.0894,0.398298,12161,5954,6207,12161,726,788,862,522,897,1318,1495,1839,1743,1121,624,226,41.2,39.6,42.9,12161,11656,199,35,44,5,36,186,12161,11940,11507,198,34,43,5,3,150,221,149,1,1,1,0,33,36,4781,3356,2527,829,213,616,1425,1222,203,12161,11944,10283,3356,2527,3329,385,83,114,202,287,1661,1222,203,236,217,184,33,5470,4781,3660,1121,5470,4781,689,689,117,267,305
